Age,Sleep_Hours,Screen_Time,Stress_Level,Noise_Exposure,Social_Interaction,Work_Hours,Exercise_Hours,Caffeine_Intake,Multitasking_Habit,Anxiety_Score,Depression_Score,Sensory_Sensitivity,Meditation_Habit,Overthinking_Score,Irritability_Score,Headache_Frequency,Sleep_Quality,Tech_Usage_Hours,Heart_Rate,Overstimulated
25.0,8.598339402,6.366390755,12,2.968730281,3.709935875,17.72846972,2.148066385,4.0,1.0,5,7.0,0.338794883,1.0,2.0,5.405812381,0.0,3.164788587,6.146134742,98.3130278,1
29.0,9.873081697,7.9126399979999995,7,4.531063653,8.100762389,4.215166646,1.306611268,3.0,1.0,-1,6.0,-1.469394421,0.0,2.0,2.404672451,0.0,4.405709379,1.886812232,76.09185993,0
18.0,3.054346034,12.91007025,9,4.021487729,0.671874193,14.23039083,1.057057204,1.0,1.0,12,4.0,4.716315302,1.0,2.0,1.594187619,3.0,0.333731095,11.47801921,92.56478544,1
20.0,1.134087384,3.738720897,14,0.837240684,1.786496836,12.9805813,0.745956143,1.0,0.0,1,1.0,4.798620155,1.0,1.0,5.594187619,2.0,1.223003277,8.806352367,96.86129569,1
18.0,10.54204491,1.391881493,0,1.387588974,0.375177063,4.271266691,3.906006457,1.0,0.0,2,4.0,-1.842167576,1.0,7.0,0.595327549,4.0,2.522915026,-0.868137936,61.48455948,0
22.0,6.185875807,7.962894732,10,6.184777806,10.16954588,9.403847193,2.115775392,3.0,1.0,6,9.0,3.54587277,1.0,2.0,7.405812381,3.0,2.629686402,9.695148801,95.88662058,1
26.0,6.486324364,2.590258006,3,1.128663284,2.396374367,8.620990797,0.862747791,4.0,1.0,4,4.0,1.656757865,1.0,9.0,0.595327549,1.0,1.459372231,6.438075281,68.82642997,0
30.0,4.287883141,10.00713311,8,0.219355315,9.235139591,10.09074762,1.68497643,0.0,1.0,10,9.0,2.694602458,1.0,2.0,2.405812381,4.0,0.583738374,7.898405983,89.85538547,1
21.0,6.23965811,2.057660534,5,2.412604149,2.432387919,4.409296361,1.894347728,2.0,0.0,1,4.0,0.551501578,0.0,5.0,4.595327549,2.0,2.684974958,-1.538127489,79.66720668,0
30.0,3.429152234,12.90719561,4,3.069908985,1.748002361,13.68779442,0.792710737,1.0,0.0,10,3.0,4.207068509,0.0,6.0,6.594187619,0.0,1.918779534,2.300047395,75.98509966,1
24.0,2.37007155,12.48591424,4,1.556018271,4.688156883,7.016637241,1.964371759,3.0,0.0,11,6.0,4.621061064,1.0,7.0,9.405812381,0.0,0.693945321,7.367534409,70.44646152,1
19.0,9.268359632,1.25647828,2,3.375999508,4.000931909,6.252396615,0.276246134,3.0,0.0,7,5.0,1.408557145,1.0,9.0,1.595327549,2.0,2.207780494,-0.971859656,71.56737494,0
23.0,8.608737791,6.473429666,4,3.22869011,4.085493522,11.3027157,2.329114927,1.0,1.0,7,7.0,-0.112172204,1.0,9.0,2.404672451,4.0,4.345094781,0.372162217,70.05782469,0
28.0,2.901604451,8.872035705,10,2.627735206,8.385957943,13.98728022,-1.087987054,4.0,1.0,4,2.0,4.024985556,1.0,3.0,4.594187619,1.0,-0.952350664,6.416523783,97.08724752,1
18.0,2.228783806,3.880437705,3,1.626403223,7.199809637,10.98593723,1.457411642,3.0,1.0,11,1.0,5.370142403,1.0,8.0,6.594187619,2.0,2.908142911,7.191557295,88.74496148,1
30.0,2.48830119,10.04438169,8,3.965606405,5.133110033,13.82371848,0.848064804,2.0,1.0,7,1.0,2.81042801,1.0,8.0,1.594187619,6.0,-0.557136096,5.959181165,85.87682332,1
20.0,8.53491068,1.30594008,0,-1.241411824,7.976564631,4.382518937,0.576474844,1.0,0.0,5,7.0,-1.750317551,0.0,8.0,1.404672451,1.0,3.507182666,7.043011544,75.30085188,0
23.0,3.715975594,10.25990348,5,0.828106327,9.134067112,8.663428598,-0.539194119,2.0,1.0,5,6.0,1.606406994,0.0,8.0,5.405812381,1.0,2.549270192,7.987839242,86.59681759,1
25.0,7.102442239,1.752530282,1,0.909182897,8.461991061,11.02511129,1.636079054,4.0,0.0,8,6.0,1.168895203,0.0,9.0,4.404672451,0.0,3.02717516,5.581195521,75.29304595,0
26.0,4.761588394,13.98434686,6,1.415135572,3.709597293,11.28794509,1.838434953,0.0,0.0,10,5.0,0.860750828,0.0,9.0,5.594187619,4.0,-0.038527444,6.030981322,76.37621838,1
29.0,2.240874284,15.38072418,8,-0.152142278,5.050315762,16.15899129,1.079392224,4.0,0.0,4,4.0,0.278246656,0.0,7.0,2.594187619,5.0,1.558889235,1.976884067,96.50175468,1
19.0,0.964141815,6.882679372,3,6.573233987,4.147052338,7.189376904,-0.204165069,0.0,1.0,7,9.0,1.503456924,1.0,3.0,4.405812381,2.0,1.937948639,7.707305635,73.45187501,1
20.0,9.059688313,2.431576846,3,2.004321654,2.581635232,6.02471093,0.399750241,0.0,1.0,6,8.0,0.014770656,0.0,6.0,9.404672451,4.0,4.681412075,3.135135511,73.41801107,0
19.0,4.621079367,7.593901563,11,4.855356618,5.570604186,10.11099803,1.998680856,1.0,1.0,11,4.0,5.388870066,0.0,3.0,5.594187619,1.0,2.112632931,3.28052984,87.35384248,1
19.0,3.063273238,15.07906076,6,2.12378054,3.1086775,2.969791692,-0.443791241,4.0,0.0,8,5.0,5.983253156,0.0,2.0,0.594187619,4.0,0.102178171,8.45794733,97.48310074,1
18.0,7.906631027,2.571356779,8,2.235975243,8.563999544,17.66005523,2.428907423,4.0,0.0,6,2.0,3.154867153,1.0,5.0,2.594187619,2.0,-0.441547918,6.392181717,84.22260127,1
19.0,7.480230689,4.990887813,4,2.770664738,7.007194044,11.42430317,2.399389376,0.0,1.0,-1,1.0,2.091553277,0.0,5.0,7.595327549,2.0,0.717586807,0.738901843,76.33685947,0
23.0,7.797238902,6.533590175,6,0.467180792,7.595461125,7.676056345,3.254678587,2.0,0.0,8,5.0,0.446464205,1.0,1.0,0.595327549,5.0,5.052699835,3.077680398,90.1821505,0
21.0,3.044498474,7.94542534,3,4.290882904,14.10960457,15.74090536,1.322157453,1.0,0.0,9,9.0,4.394415154,0.0,7.0,7.405812381,2.0,-0.051929714,6.290999148,74.56254283,1
28.0,10.20233218,3.601215431,0,1.076196948,1.398001202,9.614913243,0.7543882,0.0,1.0,2,3.0,1.173719784,0.0,6.0,2.595327549,1.0,1.692312818,1.934234925,64.56451686,0
22.0,5.591665744,7.774387692,6,3.951232081,6.282683411,14.57254562,0.304580541,1.0,1.0,13,5.0,6.144046036,1.0,9.0,1.594187619,4.0,2.203775598,8.437481423,102.2803792,1
23.0,5.864594396,8.97360539,8,2.176017582,6.283999644,3.107598894,1.947511392,3.0,1.0,5,1.0,1.420349777,0.0,8.0,5.594187619,2.0,2.785006284,9.283743959,90.96935858,1
28.0,5.843370767,3.424904616,5,1.172295684,6.945141206,6.753637419,0.892648167,0.0,1.0,8,4.0,4.193250486,0.0,4.0,0.594187619,0.0,1.617077902,6.641321229,88.16597353,1
26.0,0.528456047,12.96798221,3,4.407223672,6.827788621,11.173005,2.323656367,1.0,1.0,9,6.0,0.47255064,1.0,6.0,4.405812381,0.0,0.109513801,5.72292493,88.52354641,1
23.0,4.626044824,8.980899501,6,4.845148869,8.326165142,15.87767261,0.796255782,1.0,0.0,5,2.0,3.708295599,0.0,3.0,0.594187619,0.0,2.74174401,4.991159496,86.42975814,1
20.0,2.998400225,13.54492627,5,1.804265073,8.360850047,14.79421847,1.946725549,3.0,0.0,9,8.0,3.776678387,0.0,3.0,5.405812381,1.0,2.551237143,7.752445868,70.17463142,1
20.0,9.283091166,2.252120141,5,-0.404744324,4.714464448,12.20608507,2.210886,1.0,0.0,4,3.0,1.15286174,1.0,5.0,5.595327549,1.0,0.445202227,3.329082625,69.27872603,0
24.0,6.789334674,13.09812624,11,3.829678344,8.254092468,11.46791047,2.025133425,0.0,1.0,9,3.0,4.999787055,0.0,5.0,6.594187619,5.0,2.664040979,7.823884023,84.80391817,1
18.0,9.435088256,5.825805303,3,0.930019191,6.617996837,7.925549318,1.387775967,3.0,1.0,5,5.0,1.536634243,0.0,3.0,8.595327549,5.0,1.755866638,3.235452354,59.924689,0
28.0,7.200761674,3.102890135,4,1.38220239,3.02519342,10.49611156,0.260478316,2.0,0.0,5,8.0,1.283877833,0.0,4.0,1.404672451,3.0,2.277013953,2.257237769,73.74758556,0
24.0,2.952744835,12.98222529,11,3.958484108,8.690207876,4.363211554,1.994522129,3.0,0.0,2,5.0,1.166594966,0.0,9.0,1.594187619,4.0,2.252279133,5.837639882,106.4242216,1
19.0,3.748106591,10.25659214,3,2.250445681,7.929968541,7.275734998,-1.055630642,0.0,1.0,13,5.0,1.568138791,1.0,2.0,3.594187619,3.0,2.09726413,5.237576988,74.22491737,1
18.0,6.329119358,13.83378106,7,2.025145917,4.0279437,14.7213326,0.921374509,1.0,0.0,4,4.0,1.537690649,0.0,3.0,7.594187619,4.0,1.075453407,8.511763296,83.3737095,1
29.0,3.038746707,6.634704201,9,3.404360836,5.735526537,7.337409841,-0.091913514,3.0,1.0,12,7.0,3.045212976,0.0,9.0,5.405812381,1.0,1.749275528,11.01263377,101.8168985,1
22.0,10.09129258,2.315722787,5,0.533399838,2.612914815,5.168568403,-0.056836768,2.0,0.0,5,6.0,-0.878801191,1.0,9.0,5.404672451,3.0,2.703635102,-0.714785606,76.39297165,0
26.0,5.152454943,12.06390311,2,1.216051881,8.267822367,15.87346117,0.816407929,3.0,1.0,3,7.0,4.081580397,1.0,3.0,3.405812381,6.0,1.235358681,10.1138383,61.06571374,1
20.0,4.374454186,12.30760543,1,2.474462196,6.576547474,8.251357859,1.545349539,1.0,0.0,7,9.0,2.181678728,1.0,1.0,6.405812381,1.0,0.33825933,1.891995197,69.74493492,1
28.0,1.322550018,3.592434349,9,2.419999772,3.454062369,10.35256324,1.03507035,2.0,0.0,2,9.0,2.644240993,0.0,4.0,8.405812381,5.0,3.104517969,9.439549826,100.6034923,1
25.0,3.649871031,8.504204849,6,5.066397855,3.816846805,15.66028633,-0.737279196,3.0,1.0,7,6.0,3.457806651,0.0,2.0,1.405812381,3.0,1.388874911,7.987762749,87.56874289,1
19.0,3.255113493,6.698428557,4,0.983874201,8.83148286,3.689799383,1.692111127,2.0,0.0,10,3.0,3.816624776,0.0,7.0,3.594187619,1.0,0.342978358,9.592582976,76.59170696,1
21.0,2.660772445,10.61843231,8,3.693647531,-0.288354019,11.93088017,-0.506056966,2.0,1.0,5,3.0,3.393649085,0.0,9.0,2.594187619,3.0,2.430304518,13.99638154,90.63990699,1
25.0,6.201386028,15.77481184,6,1.370091688,10.01221235,11.99115585,2.044594647,2.0,0.0,7,7.0,5.619333995,0.0,3.0,5.405812381,4.0,1.413470663,5.286171562,80.85336331,1
24.0,5.498865925,9.671226658,9,4.530418209,10.93940621,15.38145531,2.805276165,2.0,1.0,7,3.0,3.684172856,0.0,1.0,1.594187619,1.0,1.686286275,8.75352651,89.8477782,1
20.0,1.533360918,4.741132902,3,1.058830515,4.478773817,10.98319437,-1.018293815,2.0,1.0,5,4.0,1.479290782,1.0,6.0,8.594187619,5.0,3.104328993,7.847039141,83.11167182,1
29.0,7.909238117,4.019818013,2,-0.239062338,3.325768194,10.94906344,2.451003885,2.0,1.0,7,9.0,1.917764747,1.0,8.0,6.404672451,3.0,2.80513521,9.117849164,75.60046789,0
25.0,4.968852556,6.995081582,11,2.537674633,4.065038118,16.45652362,1.01453078,0.0,1.0,12,3.0,0.547057446,1.0,3.0,4.594187619,5.0,0.923821223,7.008525433,95.73342961,1
22.0,7.839838034,14.92991089,9,3.037776729,8.235085183,13.63144312,1.005121889,0.0,1.0,8,7.0,0.921823535,1.0,9.0,6.405812381,1.0,1.054791115,5.141917584,91.96975279,1
21.0,5.271518899,10.30655929,11,3.434343259,4.731910647,6.399315673,-0.193792609,4.0,1.0,10,1.0,4.354827617,1.0,6.0,8.594187619,2.0,0.27041728,6.728016606,103.8494467,1
23.0,4.188422837,13.44830946,7,6.819285669,8.24247942,7.755437344,0.679816722,2.0,1.0,5,4.0,6.294319503,0.0,1.0,6.594187619,5.0,1.830158101,8.953988643,84.91994816,1
20.0,8.202180745,11.81712143,7,1.27275565,3.998410319,12.78772449,2.013955986,4.0,0.0,4,7.0,0.869915744,1.0,9.0,9.405812381,4.0,3.530652688,8.756233958,88.22166694,1
20.0,9.570024296,7.9126399979999995,0,-1.909215994,4.120652476,5.77233992,1.595807919,1.0,0.0,1,5.0,-1.196728521,1.0,5.0,1.595327549,1.0,3.622018827,6.482860871,61.82834218,0
19.0,8.430983871,6.188663291,9,1.84776747,11.14622858,9.881391088,1.015493665,2.0,1.0,8,6.0,4.657748901,1.0,1.0,9.405812381,3.0,1.989079652,12.8983739,92.84540693,1
19.0,6.178512194,10.09862461,8,2.178331666,2.937608654,15.1469924,1.835088099,3.0,1.0,5,3.0,2.680723247,0.0,4.0,6.594187619,6.0,-0.14341493,6.45621451,84.50253539,1
26.0,3.208263134,9.396746115,9,0.895124766,4.957878427,3.293895685,0.79197361,2.0,0.0,4,1.0,4.874471264,1.0,9.0,2.594187619,4.0,0.168105876,6.459537945,95.16983752,1
30.0,0.599571299,12.7974991,3,3.359892216,1.809757637,12.71868813,2.605291021,4.0,1.0,3,8.0,1.22293906,0.0,6.0,4.405812381,4.0,0.957037529,10.09414037,82.9074958,1
24.0,4.617591085,11.14183688,9,5.726544226,13.83690686,6.239304689,0.462123042,2.0,1.0,10,7.0,4.204247184,0.0,4.0,8.405812381,3.0,1.402656917,6.343925743,96.70812779,1
18.0,1.571584131,12.49170487,4,1.183638168,8.292595447,11.16038675,1.768337486,0.0,1.0,4,1.0,0.040367293,0.0,5.0,6.594187619,0.0,-0.338547721,5.572814098,70.97098615,1
25.0,8.445883714,6.0304836,6,3.226238649,2.953514142,8.206411271,1.144928425,3.0,0.0,7,6.0,0.687096964,1.0,8.0,1.404672451,1.0,5.003608525,1.539597158,89.17269253,0
29.0,6.94456115,12.11671959,5,2.177112413,5.870916153,15.98191139,-0.201490918,3.0,1.0,6,5.0,1.336965233,1.0,9.0,8.594187619,2.0,1.146750215,8.350572399,78.26147686,1
19.0,6.310254605,9.72774361,11,3.360184809,4.290844937,6.658688037,1.799625642,2.0,1.0,2,2.0,2.326721982,0.0,4.0,5.594187619,0.0,2.967639982,9.16404163,96.94755045,1
23.0,4.577946264,2.678013585,0,-1.033424788,4.707582806,13.24460299,1.671356957,0.0,1.0,0,5.0,2.885923855,0.0,5.0,1.595327549,5.0,1.596214234,5.653759133,65.51590151,0
25.0,8.196772939,7.9126399979999995,-1,-1.605662954,6.254952389,11.9553927,1.29992774,2.0,0.0,4,4.0,-0.140426445,1.0,7.0,2.595327549,4.0,0.699713557,4.048458347,57.91896149,0
22.0,11.24661897,7.9126399979999995,4,-0.892152951,1.880247289,10.85285389,0.594721892,0.0,1.0,0,4.0,-0.463018917,0.0,5.0,4.595327549,6.0,1.478159294,2.310303092,75.66679004,0
21.0,6.129686058,14.77436951,7,2.614744102,2.439906917,16.30079965,1.165655881,0.0,1.0,11,1.0,4.873290573,0.0,2.0,6.594187619,3.0,1.792090682,10.6486776,82.77161225,1
23.0,7.661347631,2.517018247,0,2.233024452,-1.51038489,6.30624381,2.111516607,3.0,1.0,4,4.0,-0.323437995,1.0,2.0,3.595327549,0.0,1.503790603,5.554281833,64.76063507,0
30.0,3.208673228,12.19287224,3,2.701780119,5.854308063,18.37645011,1.769465918,0.0,1.0,8,6.0,1.780528686,1.0,2.0,9.405812381,1.0,3.415423759,9.294177817,77.54596376,1
26.0,8.127918143,5.433229531,4,0.16358918,7.256494455,13.5641243,0.031620674,1.0,0.0,0,6.0,0.415285017,1.0,5.0,8.404672451,2.0,1.572408681,3.420572283,74.65628456,0
29.0,7.895157675,2.381035596,6,2.978276164,3.367557356,5.557276813,2.525686479,4.0,1.0,5,2.0,2.962411015,0.0,4.0,6.595327549,6.0,3.814427504,6.698881232,75.29678201,0
18.0,6.643264879,2.272845379,3,3.142974266,0.607794451,6.662548844,2.668300909,4.0,1.0,-2,7.0,0.712265185,1.0,1.0,4.404672451,6.0,2.555606394,0.786985919,68.0671076,0
18.0,9.202488076,6.485615656,6,-2.158075103,3.667631751,9.552387373,2.510911422,2.0,1.0,2,3.0,-0.730032471,1.0,6.0,6.595327549,4.0,4.194765746,2.536818387,80.73448807,0
18.0,1.308141352,12.16730907,4,0.889702752,7.187436605,7.775116753,-0.48605799,4.0,0.0,6,2.0,5.150466723,0.0,3.0,3.594187619,3.0,0.903200101,8.065305846,84.47330665,1
22.0,6.543790137,10.12369112,9,2.392617795,6.87360256,5.956421349,1.377256406,2.0,1.0,10,1.0,1.727451145,1.0,4.0,4.594187619,0.0,1.246391152,10.81690418,99.19311201,1
20.0,5.50915402,9.70780477,10,2.747286847,7.715598642,19.9435223,0.672916359,3.0,0.0,5,9.0,3.729990805,0.0,9.0,2.405812381,3.0,3.05903639,6.311855209,96.28195587,1
29.0,4.589826272,11.28067521,5,3.320182267,5.319418875,14.23794487,1.419640514,3.0,0.0,10,6.0,2.730079842,0.0,7.0,1.405812381,6.0,-0.133907251,13.45886185,81.18610353,1
22.0,9.060270177,13.8962687,4,1.874241913,4.18847998,17.23811775,-0.239227621,4.0,0.0,9,4.0,2.053708937,0.0,5.0,4.594187619,1.0,2.381951511,9.361578824,81.19135087,1
22.0,8.68864264,4.66917625,2,2.669166674,1.41596798,8.217745949,2.429921226,2.0,0.0,1,8.0,3.18323942,0.0,5.0,8.404672451,0.0,4.065330287,1.63057119,77.5716508,0
29.0,9.491289549,1.99099855,5,-0.445923875,5.724964694,9.536834063,1.145660781,0.0,0.0,7,5.0,2.238217437,0.0,1.0,7.595327549,4.0,3.444281443,5.125481246,74.3048215,0
27.0,1.20334003,9.199724177,7,3.967109195,8.951872983,15.1270955,0.706187149,3.0,0.0,6,2.0,2.977735033,0.0,9.0,1.594187619,4.0,2.767661158,5.191518538,84.46717016,1
22.0,2.290748317,14.40750836,9,2.15014543,6.232878031,8.130265366,0.310678764,1.0,0.0,5,4.0,3.371003964,1.0,1.0,8.594187619,5.0,2.638480898,12.0020751,85.23313374,1
27.0,5.713989001,2.283317675,1,0.125168252,2.052863471,10.05957938,1.525049522,0.0,1.0,6,4.0,-0.312241593,0.0,9.0,4.595327549,1.0,2.049037015,4.211669548,58.21736034,0
18.0,7.468379685,5.587330808,1,4.400579729,-1.009200152,7.035977627,0.609505503,3.0,0.0,6,8.0,2.310567151,1.0,2.0,3.404672451,5.0,1.559241417,6.089811344,67.41300578,0
22.0,10.37408364,7.9126399979999995,5,-0.163212495,-1.356818977,5.13143987,0.057595249,1.0,0.0,3,2.0,1.342947492,1.0,3.0,1.595327549,5.0,1.356412616,1.96603752,80.60320278,0
21.0,9.968928471,5.075694099,2,1.551602957,4.375409418,5.96115441,1.371760783,1.0,1.0,6,9.0,-1.021332927,1.0,1.0,6.404672451,5.0,2.902599805,8.098063574,70.12642587,0
19.0,5.151225182,4.727386701,11,3.905763584,13.31802035,6.650690788,1.14799609,1.0,0.0,11,8.0,4.376116701,0.0,3.0,2.405812381,3.0,2.90894578,6.628139022,91.82727068,1
29.0,7.883815018,14.50310005,6,5.309687034,10.5745148,12.94843044,-0.096218167,1.0,0.0,3,8.0,0.649770315,1.0,1.0,3.405812381,6.0,2.200286641,12.04723085,71.06628268,1
29.0,7.106592654,8.645754633,11,0.245281208,6.015812749,3.978144003,0.222537231,1.0,0.0,6,2.0,3.168533944,0.0,8.0,1.594187619,6.0,0.874513976,8.24251964,102.196688,1
20.0,9.31523648,3.778953899,-1,2.316958151,5.242527225,5.151389487,2.15359182,2.0,0.0,8,5.0,-0.459085149,1.0,9.0,6.595327549,3.0,2.260967246,1.006628621,63.72439978,0
18.0,11.88975834,3.580869284,5,1.230152944,5.796268177,4.263011096,2.134406852,0.0,1.0,6,5.0,1.228224504,1.0,8.0,5.595327549,5.0,1.596971737,7.192726378,63.98683996,0
27.0,2.728087837,6.849198047,4,1.197391149,8.30355372,12.22054974,1.025841607,3.0,1.0,10,6.0,0.74462326,1.0,7.0,9.405812381,4.0,4.03776733,2.905286475,76.66017172,1
30.0,2.558627876,9.294272792,8,3.659428334,5.332432826,7.747858181,1.251097855,0.0,0.0,2,4.0,5.377456412,0.0,8.0,5.594187619,6.0,0.091867058,6.957823687,88.75560311,1
29.0,7.208469549,11.40325126,10,4.755974807,2.219020303,7.76555982,1.172159863,2.0,1.0,11,6.0,1.393254941,0.0,5.0,8.405812381,6.0,2.338583946,8.389334075,96.90851188,1
19.0,2.694539757,3.788615949,9,1.965108465,1.709741408,7.282013306,1.06185826,3.0,1.0,9,1.0,4.939641529,1.0,4.0,5.594187619,3.0,2.217704003,5.361792435,98.83595802,1
25.0,7.187578105,2.364815563,2,-0.434585095,7.415527842,6.78408916,2.146246658,1.0,0.0,9,4.0,0.337320199,0.0,4.0,3.595327549,6.0,3.477911272,6.518353407,79.35912572,0
27.0,7.569040736,10.47412825,4,3.093369504,4.256480129,5.858824968,-0.115594394,2.0,1.0,2,9.0,4.807739368,0.0,3.0,9.405812381,6.0,-0.514075565,5.735854012,84.45613734,1
